data_no,event_date,year,event_type,sub_event_type,actor1,country,admin1,admin2,location,latitude,longitude,source,notes,fatalities,timestamp
58094,21-Sep-18,2018,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Metro Mx; El Norte; El Proceso; Metro Gdl,"On 21 September 2018 in Guadalajara, about 150 people, relatives of missing people -coming from 10 different states- protested in front of the Jalisco Institute of Forensic Sciences demanding the proper conservation of bodies that were found in two different trucks and the possibility to search for their missing relatives among the bodies. [size=about 150].",0,1612548859
58108,21-Sep-18,2018,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,20.6386,-103.3072,El Norte,"On 21 September 2018, in Tlaquepaque, Jalisco, close to 150 family members of missing persons demonstrated in front of the Institute of Forensic Sciences after finding out that 322 non identified corpses were being kept in trailers. People had come from Sinaloa, Michoacan, Queretaro, Colima, Nayarit and Veracruz and demanded dignity the deceased persons. [size=close to 150]",0,1612548859
58305,16-Sep-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,20.6386,-103.3072,La Jornada,"On 16 September 2018, an unidentified armed group kidnapped 8 men and tortured them. The men were released on Monday in Tlaquepaque and one of them died.",1,1612548860
58333,15-Sep-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,Tonala,Tonala,20.6233,-103.2456,Metro Gdl,"On 15 September 2018, in Tonala, Jalisco, a person was shot and killed by 2 armed people in Colonia Lomas de la Soledad. 1 fatality.",1,1612548860
58334,15-Sep-18,2018,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Milenio,"On 15 September 2018, in Guadalajara, Jalisco, 13 teachers demonstrated against delays in monthly pay checks. [size=13]",0,1612548860
58409,13-Sep-18,2018,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,El Proceso,"Around 13 September 2018 (as reported), in Guadalajara, Jalisco, 2 dismembered bodies in bags were found in Colonia 1 de Mayo. 2 fatalities.",2,1612548860
58411,13-Sep-18,2018,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Sin Embargo,"On 13 September 2018, in Guadalajara, Jalisco, a group of police forces demonstrated and demanded more security and better working conditions after 6 colleagues were killed by organized crime groups in Jalisco. [size=no report]",0,1612548860
58428,12-Sep-18,2018,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Metro Gdl; Mural,"On 12 September 2018 in Guadalajara, police officers marched to protest against their working conditions, and the decisions regarding security measures of police officials in the state of Jalisco. [size=no report].",0,1612548860
58515,10-Sep-18,2018,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,El Proceso,"Around 10 September 2018 (as reported), in Guadalajara, Jalisco, a man's body was found in a bag with hands and feet tied in colonia San Antonio. 1 fatality.",1,1612548860
58519,10-Sep-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,Zapopan,Zapopan,20.7206,-103.3883,Milenio,"On 10 September 2018, in Zapopan, Jalisco, an off-duty police officer of the Fuerza Unica state forces of Jalisco was shot dead in front of his house by various armed men. 1 fatality.",1,1612548860
58575,9-Sep-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,20.6386,-103.3072,Entorno Informativo,"On 9 September 2018, in Tlaquepaque, Jalisco, 2 bodies were found wrapped in plastic in the Colonia Paseos del Lago. That day, in colonia Valle de la Misecordia, 2 bodies were found wrapped in plastic in the Colonia Valle de la Misericordia. 4 fatalities.",4,1612548860
58603,8-Sep-18,2018,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,La Jornada,"On 8 September 2018, in Guadalajara, State of Jalisco, students from the University of Guadalajara (UAG) marched towards the rector's office to show their discontent against the violent attacks against UNAM students in Mexico City days prior. [size=no report].",0,1612548860
58653,7-Sep-18,2018,Protests,Peaceful protest,Protesters (Mexico),Mexico,Chiapas,Tonala,Tonala,16.0914,-93.7518,El Norte,"On 7 September 2018, parents and residents protested in Tonala, demanding the repair of the schools that were damaged during an earthquake the previous year. [size= no report]",0,1612548860
58802,4-Sep-18,2018,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Reforma,"On 4 September 2018, relatives of a man who was taken by the police under the suspicion of being responsible of a murder protested in Guadalajara saying that they have not had new of him since the police took him in August. [size= no report]",0,1612548861
58819,3-Sep-18,2018,Battles,Armed clash,Unidentified Gang (Mexico),Mexico,Jalisco,Tonala,Tonala,20.6233,-103.2456,El Universal (Mexico); Riodoce; AFP; nncMX; AP,"On 3 September 2018, an armed group driving a vehicle (drive-by) ambushed a group of police officers when they were leaving their residence in Tonala. Four police officers died after the attack.",4,1612548861
58864,3-Sep-18,2018,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Milenio,"On 3 September 2018, in the state of Jalisco, teachers and members of the SNTE protested against the precarious situation of teachers, administrators and educative supporters who have not received salaries. Teachers from around 8000 schools participated in the protest. [size=no report]",0,1612548861
58893,1-Sep-18,2018,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,La Jornada; Mural,"On 1 September 2018, civil society organizations and teachers protested in Guadalajara demanding the reinstatement of 181 teachers who were dismissed and rejecting the education reform. [size= no report].",0,1612548861
58962,31-Aug-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,Zapopan,Zapopan,20.7206,-103.3883,Metro Gdl,"On 31 August 2018, in Zapopan, Jalisco, several armed men came to the house of a man, shot and killed him. 1 fatality.",1,1612548861
58996,30-Aug-18,2018,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,El Proceso; AFP,"On 30 August 2018 in Guadalajara, State of Jalisco, about 350 activists (from 5 local organizations) and local residents marched down towards the Liberacion square to stage a protest and denounce impunity over thousands of cases where people have disappeared without a conclusive investigation. [Size=about 350]",0,1612548861
59074,29-Aug-18,2018,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,MiMorelia,"On 29 August 2018 in Guadalajara (State of Jalisco), unidentified armed men opened fire (from inside a car) at men playing soccer in the Santa Elena Alcalde neighbourhood. At least 4 men were reported injured but nobody was killed. 0 fatalities.",0,1612548861
59085,29-Aug-18,2018,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Zapopan,Zapopan,20.7206,-103.3883,Milenio,"On 29 August 2018 in Zapopan (State of Jalisco), armed attackers in a car shot and killed a man in the Paraisos del Colli neighbourhood. During the incident two other people were reported injured. 1 fatality.",1,1612548861
59106,28-Aug-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,El Universal (Mexico),"On 28 August 2018, in Guadalajara, Jalisco, 3 individuals arrived to a shop and shot a a trans woman 28 times in Colonia Federacha. 1 fatality. 3 people arrested.",1,1612548862
59168,27-Aug-18,2018,Strategic developments,Other,Unidentified Armed Group (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,El Proceso,"Around 27 August 2018 (as reported), in Guadalajara, State of Jalisco, a clandestine grave with 10 bodies was discovered at the Santa Elena de la Cruz neighbourhood.",0,1612548862
59189,27-Aug-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,20.6386,-103.3072,El Universal (Mexico),"On 27 August 2018, four plastic bags containing four bodies were found in Colonia Calerilla of Tlaquepaque town and municipality of Jalisco state. No further information reported.",4,1612548862
59204,27-Aug-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Mural; Metro Gdl,"On 27 August 2018 in Guadalajara, three armed attackers shot and killed a man in La Federacha neighborhood.",1,1612548862
59207,27-Aug-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,20.6386,-103.3072,nncMX; El Universal (Mexico),"On 27 August 2018 in Tlaquepaque, State of Jalisco, two unidentified armed attackers shot and killed two people in San Pedrito neighbourhood after the victims resisted being kidnapped. The attackers were later arrested after being pursued by police officials. 2 fatalities.",2,1612548862
59312,24-Aug-18,2018,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Zapopan,Zapopan,20.7206,-103.3883,Reforma,"On 24 August 2018, in Zapopan, Jalisco, a group of Atlas fans were traveling to see the opening match when a people from a car shot at them in Colonia Lomas (drive-by). 1 person was injured.",0,1612548862
59337,23-Aug-18,2018,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Milenio,"On 23 August 2018, in Guadalajara, Jalisco, a man who was shot dead and hands and feet tied was found in Colonia El Rocio. 1 fatality",1,1612548862
59377,22-Aug-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Milenio,"On 22 August 2018, in Guadalajara, Jalisco, a man was shot dead by two armed individuals inside a motorcycle workshop in Colonia San Carlos. 1 fatality",1,1612548862
59423,21-Aug-18,2018,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Milenio,"On 21 August 2018, in Guadalajara, Jalisco, peasants from Tecalitlan, Tamzula, Ciudad Guzman, Tuxpan and Sayula demonstrated in front of the State Government Palace to ask for the regularization of the use of anti-hail guns as it affects the quality of the rains. [size=no report]",0,1612548862
59426,21-Aug-18,2018,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Metro Gdl,"On 21 August 2018, in Guadalajara, Jalisco, a man was shot dead in a drive-by incident in Colonia Oblatos. 1 fatality",1,1612548862
59457,20-Aug-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Milenio,"On 20 August 2018, in Guadalajara, Jalisco, two dead men wrapped in plastics were found in Colonia Polanco. 2 fatalities",2,1612548862
59474,20-Aug-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Metro Gdl,"On 20 August 2018, in Guadalajara, Jalisco, three men were shot by three armed individuals inside a house in Colonia 5 de Mayo. 1 man died and 2 men were injured.",1,1612548862
59514,19-Aug-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,20.6386,-103.3072,La Jornada; Quadratin Oaxaca,"On 19 August 2018, in Tlaquepaque, Jalisco, two armed individuals entered a house in Colonia Francisco I. Madero and shot dead two women and a man. An underage man was also shot and injured. 3 fatalities, 1 injured.",3,1612548862
59515,19-Aug-18,2018,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,20.6386,-103.3072,Milenio; Quadratin Oaxaca,"On 19 August 2018, in Tlaquepaque, Jalisco, a man was found dead and hands and feet tied in Colonia Lomas del 4. 1 fatality",1,1612548862
59540,18-Aug-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,20.6386,-103.3072,Metro Gdl,"On 18 August 2018, in Tlaquepaque, Jalisco, a man was shot dead inside his car in Colonia El Sauz by approximately 8 armed individuals. 1 fatality",1,1612548863
59653,15-Aug-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Milenio; AFP; La Jornada,"On 15 August 2018, in Guadalajara, Jalisco, a Canadian civilian was killed, two Mexican civilians and one American civilian were wounded when unidentified armed men opened fire at them at an entrance mall. The attackers escaped in three cars. Motive unknown.",1,1612548863
59710,13-Aug-18,2018,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Milenio,"On 13 August 2018, in Guadalajara, Jalisco, a man's beheaded body was found in the colony of Talpita.",1,1612548863
59736,13-Aug-18,2018,Strategic developments,Arrests,Police Forces of Mexico (2012-2018) Ministerial Federal Police,Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Sin Embargo; Sintesis,"On 13 August 2018, in Guadalajara, Jalisco, one of the leaders of Los Viagras Gang was captured by elements of the ministerial federal police of that state. The leader is accused of kidnapping a business man in the state of Michoacan.",0,1612548863
59765,12-Aug-18,2018,Battles,Armed clash,Unidentified Armed Group (Mexico),Mexico,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,20.6386,-103.3072,Reforma; El Norte,"On 12 August 2018, two men were killed, including a policemen who tried to come to the rescue of a civilian being attacked in his home by unidentified gunmen in Santa Maria Parks colony of Tlaquepaque town and municipality in Jalisco state.",2,1612548863
59782,11-Aug-18,2018,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,20.6386,-103.3072,Mural,"On 11 August 2018, a man was executed by suspected gang members in Taqueplaque. Motives are unknown.",1,1612548863
59836,9-Aug-18,2018,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Metro Mx,"On 9 August 2018, in Guadalajara, Jalisco, the body of a man with his hands tied and a message on it was found. Exact date of the death is unknown.",1,1612548863
59845,9-Aug-18,2018,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Zapopan,Zapopan,20.7206,-103.3883,Metro Gdl,"On 9 August 2018, in Zapopan, Jalisco, a body in a bag with a message was found. Exact date of the death is unknown.",1,1612548863
59939,7-Aug-18,2018,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Mural,"On 7 August 2018, a protest led by 31 women supporting abortion rights in Argentina and Mexico took place in Guadalajara. [size=31]",0,1612548863
59962,6-Aug-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,Zapopan,Zapopan,20.7206,-103.3883,Milenio,"On 6 August 2018, in Zapopan, Jalisco, an armed man was shot dead inside a coffee shop by 3 unidentified men. Motives of the attack and information on the attackers are unknown.",1,1612548863
59966,6-Aug-18,2018,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Mural,"On 6 August 2018, in Guadalajara, Jalisco, farmers from El Zapote ejido started a demonstration demanding fair prices to sell their land. They withdrew the demonstration on 10 August. [size=no report]",0,1612548863
60002,5-Aug-18,2018,Strategic developments,Other,Unidentified Armed Group (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Sintesis,"On 5 August 2018 in Guadalajara, Jalisco, at least 10 bodies were found in a hidden grave located inside of a house. The bodies were buried in the backyard and belonged to 9 men and 1 woman. Authorities have not ruled out that there may be more bodies buried so they have continued excavating with a special machine.",0,1612548864
60054,3-Aug-18,2018,Battles,Armed clash,Unidentified Armed Group (Mexico),Mexico,Jalisco,Zapopan,Zapopan,20.7206,-103.3883,La Voz de Michoacan,"On 3 August 2018, in Zapopan, Michoacan, unidentified armed men and municipal police forces clashed when the former were trying to kidnap two civilians. Two of the criminals were captured by the authorities. No casualties were reported in the confrontation.",0,1612548864
60060,3-Aug-18,2018,Strategic developments,Other,Unidentified Armed Group (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,AFP; Reforma,"Around 3 August 2018 (as reported), in Guadalajara, Jalisco, a clandestine grave was found by the police where at least ten bodies have been burried.",0,1612548864
60074,2-Aug-18,2018,Battles,Armed clash,Unidentified Armed Group (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Antena San Luis,"On 2 August 2018, in Jalisco, military forces and four alleged hit men clashed in an open area. There were no casualties reported after the clash. The exact location of the clash is unknown.",0,1612548864
60080,2-Aug-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Mural,"On 2 August 2018 (as reported) in Guadalajara, Jalisco, a person was killed. The body found wrapped in black bags with 9mm shellings. No further details reported.",1,1612548864
60117,1-Aug-18,2018,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Mural,"On 1 August 2018 in Guadalajara, Jalisco, three men in a Honda killed a man in a drive-by shooting.",1,1612548864
60127,1-Aug-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Reforma,"On 1 August 2018, at night, in Guadalajara, Jalisco, a man was executed by three gunmen outside his home in San Miguel de Huentitan neighborhood. Motive unknown.",1,1612548864
60145,31-Jul-18,2018,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Mural,"Assumed on July 31, people staged a demonstration blocking access to Guadalajara international airport in Jalisco state, demanding payment from the authorities for the use of over 300 hectares. [size=no report]",0,1612548864
60146,31-Jul-18,2018,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,20.6386,-103.3072,La Jornada,"On 31 July 2018, farmers continued their demonstration outside the Secretariat of Agriculture, Livestock and Rural Development in Tlaquepaque town and municipality in Jalisco state to demand for government's commitments made to be fulfilled. A farmer died of cardiac arrest during the demonstration. [size=no report]",0,1612548864
60165,31-Jul-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Riodoce,"On 31 July 2018, in Guadalajara, Jalisco, two men's bodies with signs of torture were found in a farm in colonia El Bethel. The victims were presumably suffocated. Motives of the attack and information on the attackers are unknown.",2,1612548864
60186,30-Jul-18,2018,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,20.6386,-103.3072,La Jornada,"On 30 July 2018, farmers launched a demonstration outside the Secretariat of Agriculture, Livestock and Rural Development in Tlaquepaque town and municipality in Jalisco state to demand for government's commitments made to be fulfilled. [size=no report]",0,1612548864
60194,29-Jul-18,2018,Strategic developments,Arrests,Police Forces of Mexico (2012-2018),Mexico,Jalisco,Zapopan,Zapopan,20.7206,-103.3883,Noroeste,"On 29 July 2018, in Zapopan, Jalisco, one of the leaders of the CJNG was captured by police forces. Guadalupe is also accused of being related to the disappearance of three nationals from Italy in January 2018.",0,1612548864
60201,29-Jul-18,2018,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Milenio,"Around 29 July 2018 (as reported), in Guadalajara, Jalisco, a man was killed and his body was found arms and hands tied in Colonia La Campesina. 1 fatality.",1,1612548864
60216,29-Jul-18,2018,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Zapopan,Zapopan,20.7206,-103.3883,Milenio,"On 29 July 2018, in Zapopan, Jalisco, a man on a motorcycle was shot and killed from a moving car in Colonia Mesa Colorada (drive-by). 1 fatality.",1,1612548864
60236,28-Jul-18,2018,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Riodoce,"On 28 July 2018, in Guadalajara, Jalisco state, a man from Libertad neighbourhood was reportedly kidnapped by several men in a white Jetta.",0,1612548864
60239,28-Jul-18,2018,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Riodoce,"On 28 July 2018, in Guadalajara, Jalisco state, a dead body was found in colonia Panoramica Huentitlan with gunshot wounds and gagged along with a threatening message written on a cardboard. In Las Juntas, a dead body was found in the back seat of a car. The body had his hand-tied and a threatening message was left on a cardboard. 2 fatalities.",2,1612548864
60301,26-Jul-18,2018,Battles,Armed clash,Unidentified Armed Group (Mexico),Mexico,Jalisco,Zapopan,Zapopan,20.7206,-103.3883,Reforma,"On 26 July 2018, near Zapopan, Jalisco state, an armed clash between armed men and the state police of Guadalajara and Zapopan took place after a car chase that started in Colonia Monraz Guadalajara up to Colonia Los Pinos in Zapopan. An unknown number of people were injured. No fatalities reported.",0,1612548864
60416,23-Jul-18,2018,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Milenio,"On 23 July 2018, in Guadalajara, Jalisco, workers of a private taxi company staged a demonstrated in front of the Secretary For Mobility against sanctions that were implemented after drivers failed to register their cars. [size=no report]",0,1612548864
60423,23-Jul-18,2018,Battles,Armed clash,Unidentified Armed Group (Mexico),Mexico,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,20.6386,-103.3072,Metro Gdl,"On 23 July 2018, in Tlaquepaque, a police officer was shot and killed while conducting a check. 1 fatality.",1,1612548864
60445,22-Jul-18,2018,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,La Prensa de Monclova,"On 22 July 2018, in the State of Jalisco, a man was kidnapped by several men. The victim was found alive inside a car by the authorities during a police control on a road of the municipality of Acatic. The kidnappers escaped the scene. The exact location and date of the abduction are unknown. date",0,1612548865
60511,20-Jul-18,2018,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,20.6386,-103.3072,Sintesis,"On 20 July 2018 in San Pedro Tlaquepaque, Jalisco, the Councillor from the Morena party was shot to death as he was riding in a vehicle. The armed subjects were aboard a pick-up truck and did not stop moving when they began firing into the car (drive-by).",1,1612548865
60584,18-Jul-18,2018,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,20.6386,-103.3072,Milenio,"On 18 July 2018, in San Pedro Tlaquepaque, Jalisco state, a dead body was found gagged and wrapped in plastic bags near cerro del Tesoro.",1,1612548865
60633,17-Jul-18,2018,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Milenio,"On 17 July 2018, in Guadalajara, Jalisco, 200 Uber drivers staged a protest against a new regulation demanding that they register with the state. [size=200]",0,1612548865
60675,16-Jul-18,2018,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,El Universal (Mexico),"On 16 July 2018, Uber drivers staged a protest in various locations of Guadalajara municipality in Jalisco state against a new regulation demanding that they register with the state. [size=no report]",0,1612548865
60681,16-Jul-18,2018,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Mural,"On 16 July 2018, a small group of about 30 teachers staged a protest and blocked a street, assumed in Guadalajara city in Jalisco state to demand payment of delayed salaries. [size=about 30]",0,1612548865
60684,16-Jul-18,2018,Protests,Protest with intervention,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Milenio,"On 16 July 2018, in Guadalajara, Jalisco, residents from Atacco staged a demonstration led by women after several institutions failed to meet agreements on health and environmental rights. Municipal police forces intervened and arrested demonstrators. [size=no report]",0,1612548865
60759,13-Jul-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,Zapopan,Zapopan,20.7206,-103.3883,El Proceso,"On 13 July 2018, in Zapopan, Jalisco state, several armed men entered a cafe to attack one of the clients who hid behind the bar, shot back at the perpetrators but was injured in the exchange of fire., and got injured. The armed men forcibly took the man in a white truck and fled. A woman was injured. No fatalities reported.",0,1612548865
60799,12-Jul-18,2018,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Tonala,Tonala,20.6233,-103.2456,Milenio,"On 12 July 2018, in Tonala, Jalisco state, human remains were found in two different places. In Colonia Santa Paula a beheaded body was found and in Colonia Hipodromo a human head was found. According to the authorities, the body parts belong to a single person. 1 fatality.",1,1612548865
60805,12-Jul-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Tiempo,"On 12 July 2018, in Guadalajara, Jalisco state, a woman's dead body was found in a state of decomposition at the Student Cinema of the University of Guadalajara. Her body was found wrapped in a black plastic bag and hung in the bathroom of a room. 1 fatality.",1,1612548865
60822,11-Jul-18,2018,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Metro Mx,"On 11 July 2018 in the Colony of Echeverria, Guadalajara, two men riding in a vehicle were shot to death when a group cut off their path (drive-by). The victims were two men between 25-30 years of age.",2,1612548865
60848,10-Jul-18,2018,Protests,Peaceful protest,Protesters (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,El Economista,"On 10 July 2018 in Colonia Mezquitan, Guadalajara, neighbors and merchants demand that the roadway of Avila Camacho and Calle 6 de Diciembre not be closed. About 30 individuals demonstrated and blocked the road for about 10 minutes. [size=30]",0,1612548866
60883,9-Jul-18,2018,Battles,Armed clash,Unidentified Armed Group (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,nncMX,"On 9 July 2018, in Guadalajara, Jalisco state, there was an armed clash between agents of the General Attorney's officer (ministerial police) and armed men who had kidnapped a person. The clash took place in Colonia Mezquitan. Two of the armed men died and a person was rescued. 2 fatalities.",2,1612548866
60891,9-Jul-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Mexico),Mexico,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,20.6386,-103.3072,Milenio,"Around 9 July 2018 (as reported), in Tlaquepaque, Jalisco state, armed men in two vans arrived to a house in Colonia Francisco I. Madero and killed 5 women and two men. 7 fatalities reported.",7,1612548866
60937,8-Jul-18,2018,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Tonala,Tonala,20.6233,-103.2456,Mural,"On 8 July 2018, a young man was stabbed to death, possibly by a gang member in Tonala town in Jalisco state. Motive unknown.",1,1612548866
60939,8-Jul-18,2018,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,El Economista,"On 8 July 2018, in Guadalajara, Jalisco, a security guard found two black plastic bags with the dismembered body of at least one person.",1,1612548866
60940,8-Jul-18,2018,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,20.6386,-103.3072,El Economista,"On 8 July 2018 in Tlaquepaque, Jalisco, there were 7 people killed in a home. The police believes the killings are related to drug trafficking in the area.",7,1612548866
60966,7-Jul-18,2018,Violence against civilians,Attack,Unidentified Gang (Mexico),Mexico,Jalisco,Tonala,Tonala,20.6233,-103.2456,Milenio,"On 7 July 2018, in Tonala, Jalisco, a man's dead body was found with his genitals mutilated in colonia Tateposco. A narco message was found next to his body.",1,1612548866
